Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,MRID,Epsilon
Process Graph Metrics,with_noise_20,log_32_1687181966,,,[],"[1402, 1725]",,,00:00:15,15.45472521148622,0.0051106895540629,,,,0.1,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1033],[987],1.0,46.0,00:00:05,5.44454444758594,0.0035608531377278,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1077],[987],1.0,90.0,00:00:02,2.4241334088146687,0.001585437154228,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1007],[987],1.0,20.0,00:00:02,2.508584045805037,0.0016406697487279,,,,0.0001,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1033],[987],1.0,46.0,00:00:05,5.36532174795866,0.0035090397305158,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1017],[987],1.0,30.0,00:00:04,4.0648688320070505,0.0026585146056292,,,,0.0001,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1049],[987],1.0,62.0,00:00:11,11.1135468557477,0.0072685067728892,,,,0.0001,300.0,700.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1039],[987],1.0,52.0,00:00:01,1.370257562957704,0.0008961789162574,,,,0.0001,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1028],[987],1.0,41.0,00:00:04,4.070065145380795,0.0026619131101247,,,,0.0001,400.0,500.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1061],[987],1.0,74.0,00:00:03,3.510449517518282,0.0022959120454665,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1015],[987],1.0,28.0,00:00:05,5.052187633700669,0.0033042430567041,,,,0.005,100.0,400.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1057],[987],1.0,70.0,00:00:02,2.7366816978901625,0.0017898506853434,,,,0.005,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1040],[987],1.0,53.0,00:00:09,9.054135402664542,0.0059216058879428,,,,0.005,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1029],[987],1.0,42.0,00:00:05,5.334912377409637,0.0034891513259709,,,,0.005,200.0,400.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1047],[987],1.0,60.0,00:00:03,3.3132449137046933,0.0021669358493817,,,,0.005,200.0,600.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1097],[987],1.0,110.0,00:00:07,7.248065028339624,0.0047403957019879,,,,0.005,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1015],[987],1.0,28.0,00:00:04,4.765041729435325,0.0031164432501212,,,,0.005,300.0,400.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1021],[987],1.0,34.0,00:00:04,4.230937249958515,0.0027671270437923,,,,0.005,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1017],[987],1.0,30.0,00:00:02,2.5041185384616256,0.0016377492076269,,,,0.005,300.0,600.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1097],[987],1.0,110.0,00:00:11,11.39518445916474,0.0074527040282306,,,,0.005,300.0,700.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1067],[987],1.0,80.0,00:00:05,5.882810052484274,0.0038474885889367,,,,0.005,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1012],[987],1.0,25.0,00:00:01,1.967474958859384,0.0012867723733547,,,,0.005,400.0,500.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1092],[987],1.0,105.0,00:00:14,14.888972647488115,0.0097377191939098,,,,0.005,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1029],[987],1.0,42.0,00:00:05,5.373863525688648,0.0035146262430926,,,,0.05,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1015],[987],1.0,28.0,00:00:03,3.9376489212736487,0.0025753099550514,,,,0.05,100.0,500.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1084],[987],1.0,97.0,00:00:12,12.026541894301772,0.0078656258301515,,,,0.05,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1008],[987],1.0,21.0,00:00:04,4.581717644818127,0.0029965452222486,,,,0.05,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1015],[987],1.0,28.0,00:00:03,3.762444636784494,0.0024607224570205,,,,0.05,200.0,500.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1082],[987],1.0,95.0,00:00:12,12.891218752600253,0.0084311437230871,,,,0.05,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1008],[987],1.0,21.0,00:00:02,2.386698898859322,0.0015609541522951,,,,0.05,300.0,400.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1023],[987],1.0,36.0,00:00:17,17.9748962726444,0.0117559818656928,,,,0.05,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1027],[987],1.0,40.0,00:00:12,12.451392629183829,0.0081434876580665,,,,0.05,400.0,700.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1056],[987],1.0,69.0,00:00:05,5.788166534155607,0.0037855896233849,,,,0.1,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1004],[987],1.0,17.0,00:00:01,1.9490370592102408,0.0012747135769851,,,,0.1,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1021],[987],1.0,34.0,00:00:16,16.674043451435864,0.0109051951938756,,,,0.1,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1006],[987],1.0,19.0,00:00:04,4.469873220659792,0.0029233964817918,,,,0.1,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1006],[987],1.0,19.0,00:00:04,4.523993236944079,0.0029587921758954,,,,0.1,300.0,400.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1046],[987],1.0,59.0,00:00:04,4.268208556808531,0.0027915033072652,,,,0.1,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_33_1687181967,,,[1016],[987],1.0,29.0,00:00:17,17.712716543115675,0.0115845104925544,,,,0.1,300.0,600.0,,,
Process Graph Metrics,without_noise,log_33_1687181967,,,[1080],[987],1.0,93.0,00:00:10,10.593629284761846,0.0069284691201843,,,,0.1,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_33_1687181967,,,[1013],[987],1.0,26.0,00:00:01,1.8262966880574825,0.0011944386449035,,,,0.1,400.0,500.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1288],"[1087, 1302]",0.6666666666666666,14.0,00:00:11,11.08016236871481,0.0041654745747048,,,,0.0001,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1252],"[1087, 1302]",0.6666666666666666,50.0,00:00:08,8.889242680743337,0.0033418205566704,,,,0.0001,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1237],"[1087, 1302]",0.6666666666666666,65.0,00:00:08,8.510430036112666,0.0031994097880122,,,,0.0001,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1288],"[1087, 1302]",0.6666666666666666,14.0,00:00:09,9.893292798660696,0.0037192830070152,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1264],"[1087, 1302]",0.6666666666666666,38.0,00:00:10,10.50649221520871,0.0039498091034619,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1263],"[1087, 1302]",0.6666666666666666,39.0,00:00:08,8.891931732185185,0.0033428314782651,,,,0.0001,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1237],"[1087, 1302]",0.6666666666666666,65.0,00:00:08,8.111945287324488,0.0030496034914753,,,,0.0001,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1264],"[1087, 1302]",0.6666666666666666,38.0,00:00:10,10.619219205342231,0.0039921876711812,,,,0.0001,300.0,500.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,[1262],"[1087, 1302]",0.6666666666666666,40.0,00:00:03,3.9494906729087234,0.0014847709296649,,,,0.0001,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1209],"[1087, 1302]",0.6666666666666666,93.0,00:00:04,4.788426804356277,0.0018001604527655,,,,0.0001,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1263],"[1087, 1302]",0.6666666666666666,39.0,00:00:11,11.894692569039762,0.0044716889357292,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[812, 1208, 1688]","[1087, 1302]",0.4,94.0,00:00:04,4.026029812172055,0.0015135450421699,,,,0.005,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1234],"[1087, 1302]",0.6666666666666666,68.0,00:00:08,8.905800071544945,0.0033480451396785,,,,0.005,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1255],"[1087, 1302]",0.6666666666666666,47.0,00:00:30,30.549123440869156,0.0114846328725072,,,,0.005,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1251],"[1087, 1302]",0.6666666666666666,51.0,00:00:10,10.360600945539773,0.0038949627614811,,,,0.005,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1278],"[1087, 1302]",0.6666666666666666,24.0,00:00:11,11.152357670478525,0.0041926156655934,,,,0.005,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1267],"[1087, 1302]",0.6666666666666666,35.0,00:00:12,12.463589734397829,0.0046855600505255,,,,0.005,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1256],"[1087, 1302]",0.6666666666666666,46.0,00:00:11,11.558411782607436,0.0043452675874464,,,,0.005,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1234],"[1087, 1302]",0.6666666666666666,68.0,00:00:36,36.89546852558851,0.0138704768893189,,,,0.005,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1234],"[1087, 1302]",0.6666666666666666,68.0,00:00:08,8.166450129821897,0.0030700940337676,,,,0.005,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1234],"[1087, 1302]",0.6666666666666666,68.0,00:00:07,7.531545531004667,0.0028314080943626,,,,0.05,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,"[812, 1200]","[1087, 1302]",0.5,102.0,00:00:03,3.6112559773027897,0.0013576150290611,,,,0.05,100.0,500.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[540, 1318, 1647]","[1087, 1302]",0.4,16.0,00:00:02,2.5757975103333592,0.0009683449286967,,,,0.05,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1234],"[1087, 1302]",0.6666666666666666,68.0,00:00:06,6.9663832215592265,0.0026189410607365,,,,0.05,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,"[1216, 1698]","[1087, 1302]",0.5,86.0,00:00:07,7.656925415620208,0.0028785433893309,,,,0.05,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1237],"[1087, 1302]",0.6666666666666666,65.0,00:00:09,9.1770215947181,0.003450008118315,,,,0.05,200.0,700.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[540, 1318, 1647]","[1087, 1302]",0.4,16.0,00:00:02,2.4548844508826733,0.0009228888913092,,,,0.05,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1252],"[1087, 1302]",0.6666666666666666,50.0,00:00:30,30.324784131720666,0.0114002947863611,,,,0.05,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,"[600, 1242, 1762]","[1087, 1302]",0.4,60.0,00:00:06,6.156395157799125,0.0023144342698492,,,,0.05,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1258],"[1087, 1302]",0.6666666666666666,44.0,00:00:11,11.776122174225748,0.0044271135993329,,,,0.05,400.0,500.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[600, 1315, 1834]","[1087, 1302]",0.4,13.0,00:00:05,5.431280557997525,0.0020418347962396,,,,0.05,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1233],"[1087, 1302]",0.6666666666666666,69.0,00:00:07,7.233232970349491,0.0027192605151689,,,,0.1,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,"[812, 1198, 1681]","[1087, 1302]",0.4,104.0,00:00:05,5.476960318163037,0.0020590076384071,,,,0.1,100.0,500.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[540, 1318, 1643]","[1087, 1302]",0.4,16.0,00:00:02,2.561224943958223,0.000962866520285,,,,0.1,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,[1236],"[1087, 1302]",0.6666666666666666,66.0,00:00:28,28.778351167216897,0.0108189290102319,,,,0.1,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1233],"[1087, 1302]",0.6666666666666666,69.0,00:00:05,5.3948169611394405,0.00202812667712,,,,0.1,200.0,400.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[519, 1233, 1752, 2402]","[1087, 1302]",0.3333333333333333,69.0,00:00:07,7.460143039934337,0.0028045650526068,,,,0.1,200.0,500.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[519, 1233, 1752]","[1087, 1302]",0.4,69.0,00:00:08,8.675420473329723,0.003261436268169,,,,0.1,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,"[753, 1198, 1681, 2261]","[1087, 1302]",0.3333333333333333,104.0,00:00:10,10.945348711684346,0.0041147927487535,,,,0.1,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1256],"[1087, 1302]",0.6666666666666666,46.0,00:00:12,12.587524488568306,0.0047321520633715,,,,0.1,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1233],"[1087, 1302]",0.6666666666666666,69.0,00:00:09,9.881783979944885,0.0037149563834379,,,,0.1,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_34_1687181968,,,[1262],"[1087, 1302]",0.6666666666666666,40.0,00:00:19,19.354494511149824,0.0072761257560713,,,,0.1,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_34_1687181968,,,"[600, 1245, 1695]","[1087, 1302]",0.4,57.0,00:00:04,4.36087241768837,0.0016394257209354,,,,0.1,400.0,400.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[600, 1315, 1752]","[1087, 1302]",0.4,13.0,00:00:01,1.9052701676264403,0.0007162669803106,,,,0.1,400.0,600.0,,,
Process Graph Metrics,without_noise,log_34_1687181968,,,"[600, 1315, 1752]","[1087, 1302]",0.4,13.0,00:00:01,1.6691835755482316,0.0006275126223865,,,,0.1,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:10,10.629105276428165,0.0018929840207352,,,,0.0001,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,[4192],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,12.0,00:00:21,21.16803800407797,0.0037699088163985,,,,0.0001,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:14,14.660603502765298,0.0026109712382484,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,[4157],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,23.0,00:00:24,24.16988664958626,0.0043045212198728,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,[4187],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,7.0,00:00:17,17.585745396092534,0.0031319225994821,,,,0.0001,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:50,50.822054983116686,0.0090511228821222,,,,0.0001,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[4250],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,70.0,00:00:30,30.19190575554967,0.0053770090392786,,,,0.0001,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:52,52.301775800064206,0.0093146528584263,,,,0.0001,400.0,500.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1095, 4036]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,91.0,00:00:07,7.778047990053892,0.0013852267123871,,,,0.005,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,[1150],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,93.0,00:00:07,7.132451049052179,0.0012702495189763,,,,0.005,100.0,500.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1099, 4041]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,90.5,00:00:08,8.089882899075747,0.0014407627602984,,,,0.005,100.0,600.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1097, 4041]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,89.5,00:00:06,6.551785357296467,0.0011668362167936,,,,0.005,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:45,45.69948283396661,0.0081388215198515,,,,0.005,200.0,600.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1041, 3991, 5729]","[842, 1057, 2418, 2651, 3788, 4180]",0.4444444444444444,102.5,00:00:11,11.466137880459428,0.0020420548317826,,,,0.005,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:12,12.721554953604937,0.0022656375696535,,,,0.005,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[4156],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,24.0,00:00:29,29.75512527674437,0.0052992208863302,,,,0.005,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:47,47.59459883347154,0.0084763310478132,,,,0.005,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[4191],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,11.0,00:00:15,15.071602562442422,0.0026841678650832,,,,0.005,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[4156],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,24.0,00:00:28,28.052170078270137,0.0049959341190151,,,,0.005,400.0,500.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,"[1193, 2840]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,162.5,00:00:42,42.30816804431379,0.0075348473809997,,,,0.005,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:08,8.41054429858923,0.0014978707566499,,,,0.05,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1125, 4040]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,104.0,00:00:21,21.047599495388567,0.0037484593936578,,,,0.05,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1120, 4037]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,103.0,00:00:07,7.52785879932344,0.0013406694210727,,,,0.05,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1109, 4116]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,58.0,00:00:46,46.6053262911737,0.0083001471578225,,,,0.05,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:29,29.86886217724532,0.0053194767902484,,,,0.05,200.0,400.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1070, 3985, 4780]","[842, 1057, 2418, 2651, 3788, 4180]",0.4444444444444444,104.0,00:00:06,6.365091751329601,0.0011335871329171,,,,0.05,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1125, 4040]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,104.0,00:00:20,20.808192376047373,0.0037058223287706,,,,0.05,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,"[1151, 4040]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,117.0,00:00:17,17.9641052223742,0.0031993063619544,,,,0.05,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1109, 4116]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,58.0,00:00:32,32.60872185602784,0.0058074304285,,,,0.05,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:30,30.285752452909943,0.005393722609601,,,,0.05,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,"[1180, 4144]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,79.5,00:00:21,21.779957248829305,0.0038788882010381,,,,0.05,400.0,500.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1020, 1853, 2617, 4003, 5504]","[842, 1057, 2418, 2651, 3788, 4180]",0.5454545454545454,82.66666666666667,00:00:05,5.019225765950978,0.0008938959511934,,,,0.05,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1117, 4116]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,62.0,00:00:44,44.521821225993335,0.0079290865941216,,,,0.05,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1118, 4038]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,101.5,00:00:21,21.27532151248306,0.0037890154073879,,,,0.1,100.0,500.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,"[1149, 2769, 4213]","[842, 1057, 2418, 2651, 3788, 4180]",0.6666666666666666,81.0,00:00:18,18.674151366576552,0.0033257615968969,,,,0.1,100.0,600.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1035, 1955, 4134]","[842, 1057, 2418, 2651, 3788, 4180]",0.4444444444444444,34.0,00:00:06,6.963168794289231,0.0012401012990719,,,,0.1,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:22,22.89846669975668,0.0040780884594401,,,,0.1,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,"[1156, 4124]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,77.5,00:00:23,23.28029519040137,0.0041460899715763,,,,0.1,200.0,500.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1077, 1396, 4029, 4889]","[842, 1057, 2418, 2651, 3788, 4180]",0.4,85.5,00:00:04,4.903991554863751,0.0008733733846596,,,,0.1,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,"[1154, 2769, 4124]","[842, 1057, 2418, 2651, 3788, 4180]",0.6666666666666666,90.33333333333331,00:00:30,30.68777203653008,0.0054653200421246,,,,0.1,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:29,29.64932330790907,0.0052803781492269,,,,0.1,300.0,400.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1065, 1882, 2541, 3976, 5692]","[842, 1057, 2418, 2651, 3788, 4180]",0.5454545454545454,102.0,00:00:08,8.03047588467598,0.0014301827043056,,,,0.1,300.0,500.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1077, 1396, 4029, 4889]","[842, 1057, 2418, 2651, 3788, 4180]",0.4,85.5,00:00:04,4.833325431682169,0.000860788144556,,,,0.1,300.0,600.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1035, 1955, 4134]","[842, 1057, 2418, 2651, 3788, 4180]",0.4444444444444444,34.0,00:00:06,6.9946880815550685,0.0012457147073116,,,,0.1,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_35_1687181968,,,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:31,31.0532850464806,0.0055304158586786,,,,0.1,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1118, 4038]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,101.5,00:00:20,20.995171450078487,0.003739122252908,,,,0.1,400.0,500.0,,,
Process Graph Metrics,without_noise,log_35_1687181968,,,"[1017, 1784, 2541, 4008, 5692]","[842, 1057, 2418, 2651, 3788, 4180]",0.5454545454545454,107.33333333333331,00:00:11,11.116167684085667,0.0019797271031319,,,,0.1,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_35_1687181968,,,"[1112, 4094, 5900]","[842, 1057, 2418, 2651, 3788, 4180]",0.4444444444444444,70.5,00:00:48,48.44970203563571,0.0086286201310125,,,,0.1,400.0,700.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[891, 1673, 2774]","[754, 1601, 2593]",1.0,130.0,00:00:17,17.7705420833081,0.0048250182143111,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[886, 1709, 2713]","[754, 1601, 2593]",1.0,120.0,00:00:25,25.120080057531595,0.0068205484815453,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[891, 1673, 2774]","[754, 1601, 2593]",1.0,130.0,00:00:18,18.43672442715615,0.0050058985683291,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[912, 1698]","[754, 1601, 2593]",0.8,127.5,00:00:15,15.879354401491582,0.0043115271250316,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[891, 1673, 2774]","[754, 1601, 2593]",1.0,130.0,00:00:15,15.060791606083512,0.004089272768418,,,,0.0001,300.0,500.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[996, 1775]","[754, 1601, 2593]",0.4,174.0,00:01:07,67.04928985703737,0.0182050746285738,,,,0.0001,300.0,600.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[996, 1775, 2858]","[754, 1601, 2593]",0.3333333333333333,174.0,00:01:11,71.80146048590541,0.0194953734688855,,,,0.0001,300.0,700.0,,,
